username,id,created_at,name,verified,profile_image_url,description,protected,location,url,public_metrics.followers_count,public_metrics.following_count,public_metrics.tweet_count,public_metrics.listed_count,entities.url.urls,entities.description.hashtags,entities.description.urls,pinned_tweet_id,entities.description.mentions
rosadelauro,140519774,2010-05-05T18:11:32.000Z,Rosa DeLauro,True,https://pbs.twimg.com/profile_images/1536726810595139584/Jk98r9mc_normal.jpg,"Proud to represent CT-03 in Congress. Chair of @AppropsDems. Italian-American, New Haven native, fierce advocate for a strong middle class & those in need.",False,"New Haven, CT",https://t.co/9TBE47HoFY,54653,3425,9849,1502,"[{'start': 0, 'end': 23, 'url': 'https://t.co/9TBE47HoFY', 'expanded_url': 'http://delauro.house.gov', 'display_url': 'delauro.house.gov'}]",,,,"[{'start': 47, 'end': 59, 'username': 'AppropsDems'}]"
RepTedDeutch,137794015,2010-04-27T19:51:54.000Z,Rep. Ted Deutch,True,https://pbs.twimg.com/profile_images/1361812894388793348/_hszFxu4_normal.jpg,"Husband, dad, Congressman, and vegan. Lover of music & animals. Chair of Ethics Cmte & Middle East, North Africa & Global CT Subcmte. Member of Judiciary Cmte.",False,"Florida, USA",https://t.co/FpMIyUIphA,74385,2962,12747,1723,"[{'start': 0, 'end': 23, 'url': 'https://t.co/FpMIyUIphA', 'expanded_url': 'http://Deutch.house.gov', 'display_url': 'Deutch.house.gov'}]",,,,
SenRickScott,131546062,2010-04-10T16:03:04.000Z,Rick Scott,True,https://pbs.twimg.com/profile_images/1082776530235916289/KVIfkvwW_normal.jpg,Florida's U.S. Senator. Fighting for Florida families and to Make Washington Work. #LetsGetToWork https://t.co/O6Ra1UNojy,False,The Sunshine State,https://t.co/N5TDVcCjcr,393594,1266,22510,4081,"[{'start': 0, 'end': 23, 'url': 'https://t.co/N5TDVcCjcr', 'expanded_url': 'http://www.rickscott.senate.gov', 'display_url': 'rickscott.senate.gov'}]","[{'start': 83, 'end': 97, 'tag': 'LetsGetToWork'}]","[{'start': 98, 'end': 121, 'url': 'https://t.co/O6Ra1UNojy', 'expanded_url': 'http://instagram.com/flsenrickscott', 'display_url': 'instagram.com/flsenrickscott'}]",1570487088142753795,
RepFredUpton,124224165,2010-03-18T17:34:35.000Z,Rep. Fred Upton,True,https://pbs.twimg.com/profile_images/1467173034419183616/Sw0uZXil_normal.jpg,"Call me Fred. Husband, Dad, Grandpa, and proud to represent Southwest Michigan. #MI06",False,"St. Joseph, Michigan",https://t.co/FhEYQ13GHN,37341,2033,8658,1322,"[{'start': 0, 'end': 23, 'url': 'https://t.co/FhEYQ13GHN', 'expanded_url': 'http://upton.house.gov', 'display_url': 'upton.house.gov'}]","[{'start': 80, 'end': 85, 'tag': 'MI06'}]",,,
repdinatitus,122174004,2010-03-11T21:05:31.000Z,Dina Titus,True,https://pbs.twimg.com/profile_images/669584452322877442/z7pOtlJI_normal.jpg,Congresswoman proudly representing the First District of Nevada in the U.S. House of Representatives.,False,"Las Vegas, NV",https://t.co/PQsAmxT7iI,45270,1931,16825,1151,"[{'start': 0, 'end': 23, 'url': 'https://t.co/PQsAmxT7iI', 'expanded_url': 'http://titus.house.gov', 'display_url': 'titus.house.gov'}]",,,914964107421519872,
SenatorCantwell,117501995,2010-02-25T19:21:52.000Z,Sen. Maria Cantwell,True,https://pbs.twimg.com/profile_images/1112707249032626176/j7drmGgX_normal.png,U.S. Senator from Washington State | @commercedems Chair | https://t.co/hxwJAXpyg7… | https://t.co/TZiAX2cens | RT≠endorsement,False,WA & DC,https://t.co/bsDHjEzNpw,261737,2240,10385,2695,"[{'start': 0, 'end': 23, 'url': 'https://t.co/bsDHjEzNpw', 'expanded_url': 'http://www.cantwell.senate.gov', 'display_url': 'cantwell.senate.gov'}]",,"[{'start': 59, 'end': 82, 'url': 'https://t.co/hxwJAXpyg7', 'expanded_url': 'http://instagram.com/SenatorMariaCa', 'display_url': 'instagram.com/SenatorMariaCa'}, {'start': 86, 'end': 109, 'url': 'https://t.co/TZiAX2cens', 'expanded_url': 'http://facebook.com/senatorcantwell', 'display_url': 'facebook.com/senatorcantwell'}]",,"[{'start': 37, 'end': 50, 'username': 'commercedems'}]"
JECDems,116505994,2010-02-22T18:11:02.000Z,Joint Economic Committee Democrats,True,https://pbs.twimg.com/profile_images/1435248056878915586/VczuopAy_normal.jpg,Follow for analysis and news from the Joint Economic Committee Democrats and Chairman @RepDonBeyer.,False,"Washington, D.C.",https://t.co/AGfvbg7P7m,10978,1866,10169,472,"[{'start': 0, 'end': 23, 'url': 'https://t.co/AGfvbg7P7m', 'expanded_url': 'http://bit.ly/JEC-Democrats', 'display_url': 'bit.ly/JEC-Democrats'}]",,,,"[{'start': 86, 'end': 98, 'username': 'RepDonBeyer'}]"
HouseCommerce,114756202,2010-02-16T14:18:06.000Z,Energy & Commerce GOP,True,https://pbs.twimg.com/profile_images/1080261658612850689/ZyZO-MCx_normal.jpg,House Energy & Commerce Committee Republicans | Republican Leader @cathymcmorris,False,"Washington, D.C.",https://t.co/N1b9OueDJW,33790,1156,22439,1272,"[{'start': 0, 'end': 23, 'url': 'https://t.co/N1b9OueDJW', 'expanded_url': 'http://republicans-energycommerce.house.gov/', 'display_url': 'republicans-energycommerce.house.gov'}]",,,1526584577099038720,"[{'start': 66, 'end': 80, 'username': 'cathymcmorris'}]"
RepRonKind,112740986,2010-02-09T15:14:02.000Z,Rep. Ron Kind,True,https://pbs.twimg.com/profile_images/1100524258059522049/Fdmj0qny_normal.png,Proud Wisconsinite. 🏈🧀🇺🇸🍻 I work for the people of Wisconsin’s Third Congressional District. Go Badgers! Go Brewers! Go Pack!,False,"La Crosse, WI",https://t.co/kSqT7StboR,19731,771,2548,1068,"[{'start': 0, 'end': 23, 'url': 'https://t.co/kSqT7StboR', 'expanded_url': 'https://kind.house.gov/', 'display_url': 'kind.house.gov'}]",,,1459305507450245122,
SenatorShaheen,109287731,2010-01-28T15:22:44.000Z,Sen. Jeanne Shaheen,True,https://pbs.twimg.com/profile_images/994599196652199936/zKIvaqMU_normal.jpg,Proud Granite Stater serving New Hampshire in the US Senate. Former Governor. Mother & Grandmother. Frequent Flyer. Pats & Red Sox Fan. Outdoor enthusiast.,False,"Washington, DC",https://t.co/6hHVU7yiOK,132096,2859,14803,2499,"[{'start': 0, 'end': 23, 'url': 'https://t.co/6hHVU7yiOK', 'expanded_url': 'http://shaheen.senate.gov/', 'display_url': 'shaheen.senate.gov'}]",,,,
JECRepublicans,109280446,2010-01-28T14:53:17.000Z,Joint Economic Committee Republicans,True,https://pbs.twimg.com/profile_images/1021842721101807617/Ds84qr96_normal.jpg,Official account of the U.S. Congressional Joint Economic Committee Republicans. Home of the Social Capital Project. Ranking Republican @SenMikeLee,False,,https://t.co/M5uBJVZeZn,7673,278,10552,320,"[{'start': 0, 'end': 23, 'url': 'https://t.co/M5uBJVZeZn', 'expanded_url': 'http://jec.senate.gov/republicans', 'display_url': 'jec.senate.gov/republicans'}]",,,,"[{'start': 136, 'end': 147, 'username': 'SenMikeLee'}]"
SenatorCardin,109071031,2010-01-27T22:03:53.000Z,Senator Ben Cardin,True,https://pbs.twimg.com/profile_images/1402649368738603013/Afm1nveV_normal.jpg,"US Senator for Maryland. Chair, #SmallBiz Cmte. #TeamMaryland https://t.co/MWU3MnXB1D…",False,"Maryland, USA",https://t.co/FrhYVM48DJ,263648,3445,14085,3144,"[{'start': 0, 'end': 23, 'url': 'https://t.co/FrhYVM48DJ', 'expanded_url': 'https://www.cardin.senate.gov/coronavirus-resources', 'display_url': 'cardin.senate.gov/coronavirus-re…'}]","[{'start': 32, 'end': 41, 'tag': 'SmallBiz'}, {'start': 48, 'end': 61, 'tag': 'TeamMaryland'}]","[{'start': 62, 'end': 85, 'url': 'https://t.co/MWU3MnXB1D', 'expanded_url': 'http://facebook.com/senatorbencard', 'display_url': 'facebook.com/senatorbencard'}]",,
maziehirono,92186819,2009-11-24T03:10:37.000Z,Senator Mazie Hirono,True,https://pbs.twimg.com/profile_images/1130916929957445632/mkavgyCa_normal.jpg,U.S. Senator Mazie K. Hirono - Proudly Serving the People of Hawaii,False,Hawaii,http://t.co/m4u3CFOBHg,521172,1610,7715,3582,"[{'start': 0, 'end': 22, 'url': 'http://t.co/m4u3CFOBHg', 'expanded_url': 'http://www.hirono.senate.gov', 'display_url': 'hirono.senate.gov'}]",,,1395494702493884417,
RepDwightEvans,90639372,2009-11-17T14:25:20.000Z,Congressman Dwight Evans,True,https://pbs.twimg.com/profile_images/879350983175925764/xUkaKXoa_normal.jpg,Representing the 3rd Congressional District in PA. Making Ideas Matter since 1980. Connect on Facebook: https://t.co/xMYIke63lr,False,"Philadelphia, PA",https://t.co/JF4XLrhJSq,20991,3508,33963,805,"[{'start': 0, 'end': 23, 'url': 'https://t.co/JF4XLrhJSq', 'expanded_url': 'https://evans.house.gov/', 'display_url': 'evans.house.gov'}]",,"[{'start': 104, 'end': 127, 'url': 'https://t.co/xMYIke63lr', 'expanded_url': 'http://Facebook.com/RepDwightEvans', 'display_url': 'Facebook.com/RepDwightEvans'}]",1366492730755538946,
RepGaramendi,88806753,2009-11-10T00:31:12.000Z,John Garamendi,True,https://pbs.twimg.com/profile_images/867754658919579648/_yzg8aMR_normal.jpg,"Congressman for California's 3rd Congressional District, former Lieutenant Governor, Insurance Commissioner, Deputy Interior Secretary, state legislator",False,"Solano County, CA",https://t.co/gA4C34Lzkj,33494,8422,16208,1365,"[{'start': 0, 'end': 23, 'url': 'https://t.co/gA4C34Lzkj', 'expanded_url': 'http://garamendi.house.gov', 'display_url': 'garamendi.house.gov'}]",,,,
SenMikeLee,88784440,2009-11-09T22:47:47.000Z,Mike Lee,True,https://pbs.twimg.com/profile_images/1006896016849858560/P3nNjlIe_normal.jpg,I am a United States Senator from the great state of Utah. Please help me restore constitutional leadership to Washington.,False,Utah,http://t.co/WnT9wNOtNT,646116,2128,6771,4769,"[{'start': 0, 'end': 22, 'url': 'http://t.co/WnT9wNOtNT', 'expanded_url': 'http://www.lee.senate.gov', 'display_url': 'lee.senate.gov'}]",,,,
RepJoeCourtney,85396297,2009-10-26T19:45:09.000Z,Rep. Joe Courtney,True,https://pbs.twimg.com/profile_images/1417794144/New_Boston_Beef--North_Groves___35__normal.jpg,U.S. Congressman proudly fighting for the residents of Connecticut’s 2nd Congressional District. https://t.co/qNiLbsYBdJ,False,"Vernon, CT",http://t.co/AUFMDc1ZOx,27382,2245,8885,1180,"[{'start': 0, 'end': 22, 'url': 'http://t.co/AUFMDc1ZOx', 'expanded_url': 'http://courtney.house.gov', 'display_url': 'courtney.house.gov'}]",,"[{'start': 97, 'end': 120, 'url': 'https://t.co/qNiLbsYBdJ', 'expanded_url': 'https://www.facebook.com/joecourtney', 'display_url': 'facebook.com/joecourtney'}]",,
RepPaulTonko,84119348,2009-10-21T17:24:57.000Z,Paul Tonko ⚫️,True,https://pbs.twimg.com/profile_images/1268153403286396928/_CF_K6iG_normal.jpg,"Engineer. Ice cream lover. Chair of Environment & Climate Subcommittee. Congressman for #NY20 Albany, Schenectady, Troy, Saratoga Springs, Amsterdam & more 🇺🇸",False,,https://t.co/63lCEfxOKL,27704,2005,14044,1125,"[{'start': 0, 'end': 23, 'url': 'https://t.co/63lCEfxOKL', 'expanded_url': 'http://tonko.house.gov/', 'display_url': 'tonko.house.gov'}]","[{'start': 88, 'end': 93, 'tag': 'NY20'}]",,,
BennieGThompson,82453460,2009-10-14T20:47:03.000Z,Bennie G. Thompson,True,https://pbs.twimg.com/profile_images/1529248845682683904/IKGMpZY9_normal.jpg,Husband. Father. Grandfather. Avid hunter. Proudly serving #MS02 in Congress. | Chairman of @HomelandDems. | Follow my Instagram: @benniegthompson.,False,"Bolton, Mississippi",https://t.co/kfK8rrv43J,82699,565,4296,1108,"[{'start': 0, 'end': 23, 'url': 'https://t.co/kfK8rrv43J', 'expanded_url': 'http://benniethompson.house.gov', 'display_url': 'benniethompson.house.gov'}]","[{'start': 59, 'end': 64, 'tag': 'MS02'}]",,1105995725064810499,"[{'start': 92, 'end': 105, 'username': 'HomelandDems'}, {'start': 130, 'end': 146, 'username': 'benniegthompson'}]"
JacksonLeeTX18,80612021,2009-10-07T16:13:13.000Z,Sheila Jackson Lee,True,https://pbs.twimg.com/profile_images/1439039200037330951/oeghiSsd_normal.jpg,"Official Twitter account for Congresswoman Sheila Jackson Lee, Representing Texas' 18th Congressional District in the U.S. House of Representatives.",False,"Houston, TX",https://t.co/5K4lQ3yBcP,115009,2403,13170,1975,"[{'start': 0, 'end': 23, 'url': 'https://t.co/5K4lQ3yBcP', 'expanded_url': 'http://www.jacksonlee.house.gov', 'display_url': 'jacksonlee.house.gov'}]",,,,
GerryConnolly,78445977,2009-09-29T23:17:33.000Z,Rep. Gerry Connolly,True,https://pbs.twimg.com/profile_images/1277702577069740034/bm5EzNM6_normal.jpg,"Congressman, Northern Virginia’s #VA11 | Chairman, Subcommittee on Government Operations | President, @NATO Parliamentary Assembly",False,VA-11,https://t.co/zXmaDnoEwX,83271,842,11128,1334,"[{'start': 0, 'end': 23, 'url': 'https://t.co/zXmaDnoEwX', 'expanded_url': 'http://connolly.house.gov', 'display_url': 'connolly.house.gov'}]","[{'start': 33, 'end': 38, 'tag': 'VA11'}]",,1364629996124450819,"[{'start': 102, 'end': 107, 'username': 'NATO'}]"
RulesReps,78369108,2009-09-29T17:37:09.000Z,House Rules Republicans,True,https://pbs.twimg.com/profile_images/1354904305501937665/9s9FUO5G_normal.jpg,The official account for Republicans of the House Rules Committee. Ranking Republican @TomColeOK04.,False,"Washington, DC",https://t.co/vSIFSH4BsU,21927,1355,4225,679,"[{'start': 0, 'end': 23, 'url': 'https://t.co/vSIFSH4BsU', 'expanded_url': 'https://republicans-rules.house.gov', 'display_url': 'republicans-rules.house.gov'}]",,,,"[{'start': 86, 'end': 98, 'username': 'TomColeOK04'}]"
SenStabenow,76456274,2009-09-22T21:30:16.000Z,Sen. Debbie Stabenow,True,https://pbs.twimg.com/profile_images/1141009382374854656/klk7j3OL_normal.jpg,Representing the people from the Great State of Michigan in the United States Senate,False,"Washington, DC",https://t.co/pSdzZMCUzw,152722,2263,7365,2634,"[{'start': 0, 'end': 23, 'url': 'https://t.co/pSdzZMCUzw', 'expanded_url': 'http://stabenow.senate.gov', 'display_url': 'stabenow.senate.gov'}]",,,,
Robert_Aderholt,76452765,2009-09-22T21:16:37.000Z,Robert Aderholt,True,https://pbs.twimg.com/profile_images/1245695014694420480/gUQhq7Zl_normal.jpg,Proudly serving the 4th Congressional District of Alabama in the United States House of Representatives,False,"Haleyville, AL",,31796,502,2804,1235,,,,,
CongMikeSimpson,76132891,2009-09-21T20:26:26.000Z,Cong. Mike Simpson,True,https://pbs.twimg.com/profile_images/1488954714435854347/AAutJ4_K_normal.jpg,Proudly representing Idaho's 2nd Congressional District,False,"Washington, D.C.",https://t.co/cNC60aM2Dx,20222,250,2345,751,"[{'start': 0, 'end': 23, 'url': 'https://t.co/cNC60aM2Dx', 'expanded_url': 'http://www.simpson.house.gov', 'display_url': 'simpson.house.gov'}]",,,,
HouseForeignGOP,75367781,2009-09-18T19:48:08.000Z,House Foreign Affairs GOP,True,https://pbs.twimg.com/profile_images/748570837029163008/rlIwZ9oT_normal.jpg,"Official Twitter for the House Committee on Foreign Affairs | Lead Republican, @RepMcCaul",False,"Washington, DC",https://t.co/ZTZYXt2mCY,56275,4348,17514,1272,"[{'start': 0, 'end': 23, 'url': 'https://t.co/ZTZYXt2mCY', 'expanded_url': 'http://republicans-foreignaffairs.house.gov/', 'display_url': 'republicans-foreignaffairs.house.gov'}]",,,1560289290030047232,"[{'start': 79, 'end': 89, 'username': 'RepMcCaul'}]"
BillPascrell,74508260,2009-09-15T17:54:32.000Z,"Bill Pascrell, Jr. 🇺🇸🇺🇦",True,https://pbs.twimg.com/profile_images/1452745718763073541/TU41bcWT_normal.jpg,"Representing the 9th District of New Jersey in the House of Representatives. Proud Patersonian. Chairman, House Ways & Means Subcommittee on Oversight.",False,"Paterson, NJ",https://t.co/dvDttNI4LW,128557,355,13801,1545,"[{'start': 0, 'end': 23, 'url': 'https://t.co/dvDttNI4LW', 'expanded_url': 'http://pascrell.house.gov', 'display_url': 'pascrell.house.gov'}]",,,1328872814548557824,
HASCDemocrats,74294786,2009-09-14T23:09:32.000Z,House Armed Services Democrats,True,https://pbs.twimg.com/profile_images/1498616122647756803/N8KY1aqJ_normal.jpg,"Oversight and funding of the @DeptofDefense, the U.S. Armed Forces, and portions of the Department of @ENERGY. Chairman: @RepAdamSmith.",False,"Washington, DC",https://t.co/bNKQMsmpCH,22207,778,4987,906,"[{'start': 0, 'end': 23, 'url': 'https://t.co/bNKQMsmpCH', 'expanded_url': 'https://armedservices.house.gov/', 'display_url': 'armedservices.house.gov'}]",,,1547701748759810048,"[{'start': 29, 'end': 43, 'username': 'DeptofDefense'}, {'start': 102, 'end': 109, 'username': 'ENERGY'}, {'start': 121, 'end': 134, 'username': 'RepAdamSmith'}]"
SenBobCorker,73303753,2009-09-11T03:56:08.000Z,Senator Bob Corker,True,https://pbs.twimg.com/profile_images/910557517343789057/Sh38oulI_normal.jpg,Official news and updates from former United States Senator Bob Corker (R-Tennessee).,False,Tennessee,https://t.co/VmjkHGcALo,368184,556,4299,3167,"[{'start': 0, 'end': 23, 'url': 'https://t.co/VmjkHGcALo', 'expanded_url': 'http://corker.senate.gov/', 'display_url': 'corker.senate.gov'}]",,,,
repdarrellissa,63650107,2009-08-07T05:39:34.000Z,Rep. Darrell Issa,True,https://pbs.twimg.com/profile_images/1349024790439481349/1e0OHwmp_normal.jpg,Official Congressional Account for Congressman Darrell Issa. Father. Tech Entrepreneur. Congressman from California.,False,California's 50th District,https://t.co/BMrAdwMhN0,81339,197,1336,734,"[{'start': 0, 'end': 23, 'url': 'https://t.co/BMrAdwMhN0', 'expanded_url': 'https://issa.house.gov/', 'display_url': 'issa.house.gov'}]",,,1511513880257826822,
HouseForeign,61206798,2009-07-29T14:28:03.000Z,House Foreign Affairs Committee,True,https://pbs.twimg.com/profile_images/1499231859162685446/NDESe0wK_normal.jpg,"House committee responsible for foreign policy legislation and oversight | @RepGregoryMeeks, Chairman (CM) | #HFAC",False,"Washington, DC",https://t.co/QPvryG4xaF,116731,169,14235,1765,"[{'start': 0, 'end': 23, 'url': 'https://t.co/QPvryG4xaF', 'expanded_url': 'https://foreignaffairs.house.gov', 'display_url': 'foreignaffairs.house.gov'}]","[{'start': 109, 'end': 114, 'tag': 'HFAC'}]",,1492551006730825741,"[{'start': 75, 'end': 91, 'username': 'RepGregoryMeeks'}]"
SenatorTomUdall,60828944,2009-07-28T06:10:29.000Z,Archive: Senator Tom Udall,False,https://pbs.twimg.com/profile_images/847475846944182272/HKMEaecM_normal.jpg,"The archived tweets of the office of U.S. Senator Tom Udall, served from January 2009-January 2021. This is an inactive account.",False,Santa Fe and Washington,https://t.co/TYj87OXKCz,169507,343,8174,2189,"[{'start': 0, 'end': 23, 'url': 'https://t.co/TYj87OXKCz', 'expanded_url': 'http://tomudall.senate.gov', 'display_url': 'tomudall.senate.gov'}]",,,1346102418644332544,
RepAdamSmith,58928690,2009-07-21T21:31:55.000Z,Rep. Adam Smith,True,https://pbs.twimg.com/profile_images/1046859374055047169/OrFwOGl6_normal.jpg,"Proudly serving Washington State's 9th District. 
Chairman of the House Armed Services Committee. @HASCDemocrats",False,Washington's 9th District,https://t.co/1uF793b95f,43728,2025,8275,1507,"[{'start': 0, 'end': 23, 'url': 'https://t.co/1uF793b95f', 'expanded_url': 'https://adamsmith.house.gov/', 'display_url': 'adamsmith.house.gov'}]",,,1559633853635072002,"[{'start': 98, 'end': 112, 'username': 'HASCDemocrats'}]"
RepMikeQuigley,56864092,2009-07-15T00:10:43.000Z,Mike Quigley,True,https://pbs.twimg.com/profile_images/1409558160130592770/kWo2RAZJ_normal.jpg,"Representing Illinois' 5th District. House Appropriator, Intelligence Committee member, amateur hockey player, proud Cubs fan. He/Him.",False,"Chicago, IL; Washington, DC",https://t.co/Ih4PnApIX7,53119,1694,17054,1741,"[{'start': 0, 'end': 23, 'url': 'https://t.co/Ih4PnApIX7', 'expanded_url': 'https://quigley.house.gov', 'display_url': 'quigley.house.gov'}]",,,,
RepMikeTurner,51228911,2009-06-26T21:15:07.000Z,US Rep. Mike Turner,True,https://pbs.twimg.com/profile_images/1224894173121327104/Dt0pPNAv_normal.jpg,I proudly represent the 10th District of Ohio. Montgomery Co. Greene Co. & Fayette Co. #OH10 | Lead Republican of @HouseIntelGOP & Member of @HASCRepublicans,False,"Washington, DC and Dayton, OH",https://t.co/IyLMDTl91a,39631,1333,4522,1042,"[{'start': 0, 'end': 23, 'url': 'https://t.co/IyLMDTl91a', 'expanded_url': 'http://turner.house.gov', 'display_url': 'turner.house.gov'}]","[{'start': 87, 'end': 92, 'tag': 'OH10'}]",,,"[{'start': 114, 'end': 128, 'username': 'HouseIntelGOP'}, {'start': 141, 'end': 157, 'username': 'HASCRepublicans'}]"
RepJohnLarson,50452197,2009-06-24T21:47:31.000Z,Rep. John Larson,True,https://pbs.twimg.com/profile_images/979449416129097728/q0pTyqB9_normal.jpg,Member of Congress representing the First District of Connecticut.,False,"Hartford, CT",https://t.co/evU8xvFdly,29040,905,7445,1152,"[{'start': 0, 'end': 23, 'url': 'https://t.co/evU8xvFdly', 'expanded_url': 'http://larson.house.gov', 'display_url': 'larson.house.gov'}]",,,1384586537732616196,
RepMcClintock,50152441,2009-06-24T00:21:07.000Z,Tom McClintock,True,https://pbs.twimg.com/profile_images/1245801024561893376/FyZs3MjW_normal.jpg,"Honored to serve the people of California’s 4th Congressional District.
Member of @JudiciaryGOP @NatResources & @housebudgetGOP",False,"CA-04 | Washington, D.C.",https://t.co/KP4cdKVqDz,26387,4,1188,1276,"[{'start': 0, 'end': 23, 'url': 'https://t.co/KP4cdKVqDz', 'expanded_url': 'http://mcclintock.house.gov/', 'display_url': 'mcclintock.house.gov'}]",,,,"[{'start': 82, 'end': 95, 'username': 'JudiciaryGOP'}, {'start': 96, 'end': 109, 'username': 'NatResources'}, {'start': 112, 'end': 127, 'username': 'housebudgetGOP'}]"
brianschatz,47747074,2009-06-16T21:54:28.000Z,Brian Schatz,True,https://pbs.twimg.com/profile_images/1524214492116176897/8UXbX6gQ_normal.jpg,United States Senator from Hawaii. Dad. Climate Hawk. Chair of the Senate Committee on Indian Affairs. Chief Deputy Whip.,False,"ÜT: 19.72105,-155.087417",https://t.co/BmpLZcnsMN,413107,3244,20567,3405,"[{'start': 0, 'end': 23, 'url': 'https://t.co/BmpLZcnsMN', 'expanded_url': 'http://www.brianschatz.com', 'display_url': 'brianschatz.com'}]",,,1556360350039146496,
SenSherrodBrown,43910797,2009-06-01T16:07:45.000Z,Sherrod Brown,True,https://pbs.twimg.com/profile_images/1329104002055892994/VpIXrM7k_normal.jpg,Office of U.S Senator Sherrod Brown. Chairman of @SenateBanking Committee. Proud to serve Ohio.,False,"Cleveland, OH",https://t.co/nCdZ8qTeYm,520322,345,9125,4569,"[{'start': 0, 'end': 23, 'url': 'https://t.co/nCdZ8qTeYm', 'expanded_url': 'http://brown.senate.gov', 'display_url': 'brown.senate.gov'}]",,,1498853640680976385,"[{'start': 49, 'end': 63, 'username': 'SenateBanking'}]"
FinancialCmte,42924141,2009-05-27T17:00:31.000Z,Financial Services GOP,True,https://pbs.twimg.com/profile_images/1150826340012240898/rzk_pfE9_normal.png,U.S. House Committee on Financial Services Republicans – Ranking Member @PatrickMcHenry,False,"Washington, D.C.",https://t.co/EKkSEK5LqC,29161,2995,14226,976,"[{'start': 0, 'end': 23, 'url': 'https://t.co/EKkSEK5LqC', 'expanded_url': 'http://republicans-financialservices.house.gov', 'display_url': '…publicans-financialservices.house.gov'}]",,,,"[{'start': 72, 'end': 87, 'username': 'PatrickMcHenry'}]"
RepSmucker,41417564,2009-05-20T18:31:13.000Z,Rep. Lloyd Smucker,True,https://pbs.twimg.com/profile_images/1173066425939955714/ZE3rxVzt_normal.jpg,Representing the people of #PA11 in the U.S. House of Representatives. Husband & father.,False,"Lancaster, PA",https://t.co/YKMSx3njz4,12724,443,6172,673,"[{'start': 0, 'end': 23, 'url': 'https://t.co/YKMSx3njz4', 'expanded_url': 'http://smucker.house.gov', 'display_url': 'smucker.house.gov'}]","[{'start': 27, 'end': 32, 'tag': 'PA11'}]",,,
RepJerryNadler,40302336,2009-05-15T18:37:39.000Z,Rep. Nadler,True,https://pbs.twimg.com/profile_images/1269965882924679170/9qhyRU7F_normal.jpg,Representing parts of Manhattan and Brooklyn. Proud to serve as the Chair of @HouseJudiciary. Follow me at https://t.co/eAS0pRYbYu,False,"New York, NY",https://t.co/keKmu0YhMW,471603,2045,8906,3348,"[{'start': 0, 'end': 23, 'url': 'https://t.co/keKmu0YhMW', 'expanded_url': 'http://nadler.house.gov', 'display_url': 'nadler.house.gov'}]",,"[{'start': 107, 'end': 130, 'url': 'https://t.co/eAS0pRYbYu', 'expanded_url': 'http://www.facebook.com/CongressmanNadler', 'display_url': 'facebook.com/CongressmanNad…'}]",,"[{'start': 77, 'end': 92, 'username': 'HouseJudiciary'}]"
USRepMikeDoyle,39249305,2009-05-11T13:22:08.000Z,Mike Doyle,True,https://pbs.twimg.com/profile_images/1196432862268055552/5vFh80m4_normal.jpg,U.S. Member of Congress representing PA's 18th District,False,"Pittsburgh, PA",https://t.co/lnbMOLPFwX,23283,112,4328,1187,"[{'start': 0, 'end': 23, 'url': 'https://t.co/lnbMOLPFwX', 'expanded_url': 'http://doyle.house.gov/', 'display_url': 'doyle.house.gov'}]",,,,
DorisMatsui,38254095,2009-05-06T19:20:50.000Z,Rep. Doris Matsui,True,https://pbs.twimg.com/profile_images/644563582294757376/UJMwQIXY_normal.jpg,Representing California's 6th Congressional District. Member of the @EnergyCommerce Committee.,False,"Sacramento, CA",https://t.co/141T6LwizW,43795,9045,4917,1236,"[{'start': 0, 'end': 23, 'url': 'https://t.co/141T6LwizW', 'expanded_url': 'http://www.matsui.house.gov', 'display_url': 'matsui.house.gov'}]",,,1511149984896401408,"[{'start': 68, 'end': 83, 'username': 'EnergyCommerce'}]"
MarioDB,37094727,2009-05-02T00:52:48.000Z,Mario Diaz-Balart,True,https://pbs.twimg.com/profile_images/827178282378461184/jo8DMh_J_normal.jpg,"I am proud to represent Florida's 25th Congressional District and serve on @HouseAppropsGOP as Transportation, Housing + Urban Development Ranking Member",False,"Florida & Washington, DC",https://t.co/GyXi8NDS8j,72143,634,10272,1325,"[{'start': 0, 'end': 23, 'url': 'https://t.co/GyXi8NDS8j', 'expanded_url': 'http://mariodiazbalart.house.gov', 'display_url': 'mariodiazbalart.house.gov'}]",,,1546531175568736262,"[{'start': 75, 'end': 91, 'username': 'HouseAppropsGOP'}]"
RepMaxineWaters,36686040,2009-04-30T15:17:45.000Z,Maxine Waters,True,https://pbs.twimg.com/profile_images/851658655036583937/Jy4zSIar_normal.jpg,Proudly serving the people of California's 43rd District in Congress. Chairwoman of the House Financial Services Committee (@FSCDems).,False,"Los Angeles/Washington, D.C.",https://t.co/ODIbQQR7g9,1692441,690,3543,7486,"[{'start': 0, 'end': 23, 'url': 'https://t.co/ODIbQQR7g9', 'expanded_url': 'http://waters.house.gov', 'display_url': 'waters.house.gov'}]",,,842392085168824320,"[{'start': 124, 'end': 132, 'username': 'FSCDems'}]"
